ID,"First Name","Last Name","Company Name","Company Slug",Email,Overview,Phone,Website,"Number of Brands","Number of Products",City,State,Country,Facebook,Twitter,Instagram,Thumblr,Youtube,Googleplus,"Company Age","Allow Dropshipping",Tags,"Show Video"
7198,"Cowshed Hair Care","Cowshed Hair Care","Cowshed Hair Care",cowshed_hair_care,info456@cowshed.com,,4113545133,http://www.cowshed.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7199,"Fudge Hair Care","Fudge Hair Care","Fudge Hair Care",fudge_hair_care,support123@fudge.com,"Sometimes the best ideas are right in front of your eyes. In our case it was under our feet, when, back in 90s Australia, our creator stood on a piece of chewing gum, inspiring him to create a hair product that was strong, yet flexible. Cue the super innovative Hair Shaper. Now owned by PZ Cussons Beauty and based in London Fudge still has this innovative and creative attitude to this day.",6661112221,https://www.fudge.com,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7200,"Gloessentials Hair Care","Gloessentials Hair Care","Gloessentials Hair Care",gloessentials_hair_care,info123@gloprofessional.com,,12345678,https://www.gloprofessional.com,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7201,"HerCut Hair Care","HerCut Hair Care","HerCut Hair Care",hercut_hair_care,info@jewlzie.com/hair-care/hercut,,12345678,https://www.jewlzie.com/hair-care/hercut,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7204,"John Masters Organics","John Masters Organics","John Masters Organics",john_masters_organics,john123@johnmasters.com,"John Masters Organics grew out of my desire to create a luxury beauty line that treats the earth with respect. The result is the culmination of the hard work performed by people all over the world. Their dedication to growing and harvesting organic and wild-crafted ingredients is honored at John Masters Organics.",12345678,http://johnmasters.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7205,"Sally Beauty","Sally Beauty","Sally Beauty",sally_beauty,sally123@sallybeauty.com,"Sally is a magnet for both retail and professional customers. Professional customers include hairstylists and hair, nail and skin salon owners. Retail customers like buying from the same place as professionals, and are intensely loyal to Sally.",12345678,http://www.sallybeauty.com,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7206,La-Brasiliana,La-Brasiliana,La-Brasiliana,la-brasiliana,info123@la-brasiliana.com,"La-Brasiliana was started by our Founder and President eight years ago.

With fifty years of experience in the Industry and a reputation of success as a family business we take personally the quality and experience of the La-Brasiliana customer.

La-Brasiliana believes in it\'s products and wants to share our knowledge and expertise with you our industry professionals. We provide instructional seminars and educational classes in both English\\/Spanish as a means to inspires you as artists. Education challenges minds, always encouraging us to think creatively and stay on top of new industry innovation and trends.",12345678,http://www.la-brasiliana.com,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7208,Lanza,Lanza,Lanza,lanza,lanza123@lanza.com,"L’ANZA was introduced to the professional Haircare industry in 1985. It was the first major brand of Haircare to address individual hair needs through collections of formulas designed to treat hair and achieve therapeutic results. The proprietary formulations were designed around a revolutionary breakthrough – the Keratin Bond System (KBS). This protein delivery system uses an exact ratio of hydrolyzed keratin amino acids from human hair, vital minerals and herbal extracts, giving the hair unprecedented luster and manageability. With Keratin Bond technology, the inner structure of the hair was dramatically strengthened to make it look and feel stronger, softer, and remarkably healthy.",12345678,https://lanza.com,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7209,ApHogee,ApHogee,ApHogee,aphogee,info123@aphogee.com,"ApHogee is a serious approach to hair care. Healthy, beautiful hair requires structural integrity and the proper combination of strength, elasticity and smoothness. We’ve found that the appropriate ratios & types of proteins & amino acids, emollients and humectants can restore almost any hair and help maintain healthy hair through even very demanding styling & processing regimens.",2313232343,http://aphogee.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7296," Africa\'s Best"," Africa\'s Best"," Africa\'s Best",_africa's_best,test@africasbest.com,,123456779,http://www.houseofcheatham.com/africasbest.html,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7302,"N Rage"," N Rage"," N Rage",_n_rage,test@nrage.com,,13467894,http://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=+N+Rage,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7297," AGEbeautiful"," AGEbeautiful"," AGEbeautiful",_agebeautiful,"info@ AGEbeautiful.com",,123456789,http://zotosprofessional.com/product-category/products/haircare/age-beautiful/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7299," Ampro"," Ampro"," Ampro",_ampro,test@amprogel.com,"Based in Memphis, Tennessee, Ampro Industries, Inc. is a leading manufacturer of personal care products for the consumer and hair care professional. Since its founding in 1947, Ampro’s stability and consistent growth has been fueled by the Ampro Pro Styl family of gels, also known as – “America’s #1 Gel!”

Over the years, Ampro Industries, Inc., has continuously expanded its hair care line by adding such highly sought after products as; the beloved Ampro Pro Styl Pre-Crème for the Sensitive Scalp, the wonderful Ampro Pro Styl Olive Oil Styling Gel, and our newest essential line of Shine ‘n Jam Conditioning Gels!",13467894,http://amprogel.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7317," Andis"," Andis"," Andis",_andis,test@andis.com,"Andis continues to grow globally. Almost 80 years ago Andis introduced products to Europe and today these products are available in 90 countries around the world. Barbers, stylists, groomers, and consumers everywhere continue to reach for Andis clippers, trimmers, dryers, blades, curling irons and flat irons when they need top- performing tools.

With more product innovation, a long-term strategy and the drive of a dedicated workforce, many more great things are yet to come for Andis Company.",13467987,https://andis.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7300," Andre"," Andre"," Andre",_andre,info@andrewalkerhair.com,"The Andre Walker Hair Gold System is a complete, yet simple, three-step system to cleanse, condition and style, full of nourishing and moisturizing ingredients created specifically for dry, curly, kinky and textured hair types (which are identified in the Andre Walker Hair Classification System).",12346789,http://www.andrewalkerhair.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7301," As I Am"," As I Am"," As I Am",_as_i_am,test@asiamnaturally.com,"The As I Am® brand is a separate and distinct enterprise, which markets unique and exclusively-formulated products. \"We want to give our customers, who primarily  care for and style their own hair at home, the time and specialized attention they deserve. At the same time, our mission is to provide the very best products, education and customer service to each and every person who buys from us.\"
 
As I Am® products are sold in select retail stores across the nation and through its own estore.",13467987,http://www.asiamnaturally.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7308," Beauty Mark"," Beauty Mark"," Beauty Mark",_beauty_mark,info123@thebeautymark.com,"Amy, native of Los Angeles, who started modeling at 16, knows beauty from both sides of the lens. She fell in love with Boston while attending Tufts. While in college, she continued modeling, managed a hair salon, and was a makeup artist for runway shows and photo shoots.",12346789,http://www.thebeautymark.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7318," BeLissPRO"," BeLissPRO"," BeLissPRO",_belisspro,test@BeLissPRO.com,,8947745613,http://www.sallybeauty.com/on/demandware.store/Sites-SA-Site/default/Search-Show?prefn1=brand&prefv1,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7319," Beyond the Zone"," Beyond the Zone"," Beyond the Zone",_beyond_the_zone,testing@beyondthezone.com,"Beyond The Zone is a line of specially-formulated hair care, color and styling products that began developing in the early to mid \'90s in response to the beauty industry\'s need for fashion-forward, edgy products. Following the latest styles and trends, Beyond The Zone quickly expanded from three products to an entire line with more than 50 products within a few years. Comparable with other name brand hair products, Beyond The Zone offers professional-quality formulas at affordable prices.",12346789,http://www.beyondthezone.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7320," Blond Brilliance"," Blond Brilliance"," Blond Brilliance",_blond_brilliance,"test@ BlondBrilliance.com",,13467987,http://www.sallybeauty.com/on/demandware.store/Sites-SA-Site/default/Search-Show?prefn1=brand&prefv1,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7321," CurlyKids"," CurlyKids"," CurlyKids",_curlykids,test@curlykidshaircare.com,"Interestedly enough it was at a family gathering, this one happened to be a backyard barbeque, that we really took notice of our family’s cultural diversity. We would always joke about the delicious variety of culturally authentic foods that would accompany these family events. While we were not oblivious to the fact that our children too, represented this beautiful cultural diversity, we found ourselves as usual, talking about the kids and once again the topic of managing and caring for the little ones hair entered the conversation.",13467894,http://curlykidshaircare.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7322," Dax"," Dax"," Dax",_dax,test123@daxhaircare.com,"Founded as the Imperial DAX Company nearly half a century ago in a garage in Brooklyn, New York, by entrepreneur Herman Bley, DAX is a rapidly growing global multicultural hair care company that manufactures, markets and distributes a variety of products including waxes, cremes, shampoos, conditioners, gels, oils and pomades.From a 45,000 square-foot headquarters in Fairfield, New Jersey, DAX products are now marketed and distributed through more than 10,000 drug, beauty, and mass merchant retail stores in the United States and 50 countries worldwide.
Building on its foundation of providing high quality hair care to meet the unique needs of African-Americans and Hispanics, the company is proud to now offer products that appeal to all ethnicities. Today, DAX is a global company with the trust of people on five continents.",9998989898,https://www.daxhaircare.com,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7365," Dominican Magic"," Dominican Magic"," Dominican Magic",_dominican_magic,info12345@dominicanmagic.com,"Dominican Magic Hair Care Products are inspired from fruits, plants and vegetables grown in the tropic terrains of the Dominican Republic. Tropical avocado, coconut, aloe vera, wheat, cinnamon, garlic and rosemary have been used in hair treatment by native Dominicans for many generations. These native nutrients and techniques have allow Dominican Magic Hair Care Products to naturally provide essential nutrients and vitamins to dry, damaged, color-treated, processed and falling hair resulting in a healthy and revitalized hair strand.
",13467987,http://dominicanmagic.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7367," Donna"," Donna"," Donna",_donna,test@shopdonnamarie.com,"Donna Marie products, launched in February 2008, is an eco-chic brand of hair & beauty products created to meet the unique needs of women with textured hair.  Utilizing a sustainable, naturally derived approach to hair care, our products are carefully and originally formulated with the best, hair loving ingredients from around the world that promote optimal health and performance for textured manes.  We fuse the power of nature with modern natural chemistry to promote futuristic, natural style. 
We encourage and promote a celebration of texture by creating  a new, natural standard in hair and beauty. Our tagline, Rock Your Natural, is a reminder that you are beautiful, naturally and encourage you to rock your hair with confidence and style.",13467987,http://www.shopdonnamarie.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7329," Effortless Extensions"," Effortless Extensions"," Effortless Extensions",_effortless_extensions,test123@effortlessextensions.com,,13467987,http://www.effortlessextensions.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7323," Eclipse"," Eclipse"," Eclipse",_eclipse,info123@eclipsehair.com,"Eclipse Instant Hair Filler provide the look of Thicker, Fuller hair in 30 seconds or less using the latest hair fiber technology.",13467894,http://www.eclipsehair.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7331," Evolve"," Evolve"," Evolve",_evolve,info1234@evolve.com,"Evolve accessories are designed to meet the styling and fashion needs of trendy, fashion-conscious women. With Evolve, Firstline offers our sexiest, most “evolved” customers versatile styling options that make it easier for women to feel great about their hair and themselves. Whatever their personal preference, our products make it possible for the multicultural woman to achieve healthy, stunning hair that beautifully complements her individual style. Silky headscarves and headbands. 100% boar bristles brushes and metallic-tipped combs. Satin pillowcases and sleep bonnets. To the Evolve woman, we say: Take your pick, pretty one. Pick what fits, glamorous girl. And, most importantly, keep evolving.",12346789,http://www.firstlinebrands.com/index.php/brands/evolve.html,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7330," Folicure"," Folicure"," Folicure",_folicure,test13@folica.com,"Folicure formulas transform your fine tresses into thick, full luscious locks. Folicure infuses your hair with strengthening soy protein, pantethine and jojoba oil along with a few soothing herbs. This hair care collection includes shampoos, conditioners, supplements and treatments guaranteed to plump your strands.",13467894,http://www.folica.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7324," Fusion Group International"," Fusion Group International"," Fusion Group International",_fusion_group_international,"info123@ Fusiongroup.com",,9998989898,http://www.amazon.com/s?ie=UTF8&field-brandtextbin=Fusion%20Group%20International&page=1&rh=n%3A3760,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7325," Generic Value"," Generic Value"," Generic Value",_generic_value,"testing123@ GenericValue.com",,12346789,http://www.amazon.com/s?rh=n%3A11057651%2Cp_4%3AGeneric+Value+Products,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7326," Gold \'N Hot"," Gold \'N Hot"," Gold \'N Hot",_gold_'n_hot,"info123@ GoldNHot.com",,9998989898,http://www.sallybeauty.com/on/demandware.store/Sites-SA-Site/default/Search-Show?prefn1=brand&prefv1,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7327," Golden Supreme"," Golden Supreme"," Golden Supreme",_golden_supreme,test123@goldensupreme.com,"GOLDEN SUPREME, the world leader manufacturer of Quality Thermal Curling Irons, has introduced for the first time ever a LIFETIME GUARANTEE on all of their Thermal Curling Irons. This LIFETIME GUARANTEE is the first ever to be offered in the Beauty Industry. The LIFETIME GUARANTEE covers any defects in the material or workmanship. Here are some of the features that give our Thermal Curling Irons worldwide recognition for their exceptional quality",12346789,http://goldensupreme.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7356," Good Hair Days"," Good Hair Days"," Good Hair Days",_good_hair_days,info12@ghdhair.com,,9998989898,http://www.ghdhair.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7328," Hairtrition"," Hairtrition"," Hairtrition",_hairtrition,info123@Hairtrition.com,,12346789,http://www.sallybeauty.com/on/demandware.store/Sites-SA-Site/default/Search-Show?prefn1=brand&prefv1,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7333," Hair2wear"," Hair2wear"," Hair2wear",_hair2wear,test@hair2wear.com,,13467894,https://www.hair2wear.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7368," Hair Chemist"," Hair Chemist"," Hair Chemist",_hair_chemist,info34@hairchemistlimited.com,"Hair Chemist provides the ultimate experience in hair rejuvenation and maintenance. Our formula to repair dry or damaged hair is simple: natural, healthy ingredients = beautiful, manageable hair. Our ingredients tell our story; Jojoba oil, Shea Butter, Bamboo, Macadamia oil and Coconut oil all perform specific duties to transform dull, damaged hair back to vibrant health.",12346789,http://www.hairchemistlimited.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7345," Hask"," Hask"," Hask",_hask,testing@haskbeauty.com,"HASK is a collection of hair care products featuring exotic oils from around the world. Utilizing high quality ingredients, luxurious fragrances and fresh packaging, the HASK Exotic Oil line provides consumers with high-performance, salon quality results at an affordable price. The range includes shampoos, conditioners, shine oils and deep conditioners based on the key ingredients of Argan Oil, Macadamia Oil, Monoi Oil and Keratin Protein. HASK Shampoos and Conditioners are free of sulfates, parabens, drying alcohols, phthalates, gluten and artificial colors. Initially introduced in Europe in 2012 with great success, distribution of the HASK Exotic Oil line has expanded worldwide over the past two years! The Exotic Oil line continues HASK’S long heritage of developing innovative, quality products at an affordable price. HASK Toiletries, Inc. was founded in 1946 and gained popularity in New York City so for over 50 years, the HASK brand has delivered unique, intensive conditioning treatments to restore and repair damaged or chemically treated hair. Salon-inspired ingredients blended with high quality formulas provide targeted solutions to specific hair care needs.",9998989898,http://haskbeauty.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7369," Hawaiian Silky"," Hawaiian Silky"," Hawaiian Silky",_hawaiian_silky,test@myhawaiiansilky.com,,12346789,https://www.myhawaiiansilky.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7334," Hick\'s"," Hick\'s"," Hick\'s",_hick's,test@hickstotaltransformations.com,"On behalf of Hicks Total Transformations International Inc, We would like to personally Thank You for allowing us the opportunity to introduce Hicks Total Transformations products to the global market. Since we first started in 1978, it’s been our Dream to make a special difference in people’s lives through our business, With so many life-changing products already received into the hands of our wonderful customers and friends, and now with your help, we know that together we’re on our way to realizing that dream.",13467894,http://www.hickstotaltransformations.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7383," Hollywood Beauty"," Hollywood Beauty"," Hollywood Beauty",_hollywood_beauty,info123@hollywoodbeautyproducts.com,"Hollywood Beauty, based in Miami Lakes, Florida, is a leading manufacturer of hair and skin products. Hollywood Beauty offers a comprehensive line of innovative, affordable hair and skin products. We began with one product in 1988 (Cocoa Butter) and have since expanded to over 46 personal care products.",9998989898,http://hollywoodbeautyproducts.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7335," Hot Shot Tools"," Hot Shot Tools"," Hot Shot Tools",_hot_shot_tools,info1233@HotShotTools.com,,12346789,http://www.sallybeauty.com/on/demandware.store/Sites-SA-Site/default/Search-Show?prefn1=brand&prefv1,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7336," III Sisters"," III Sisters"," III Sisters",_iii_sisters,test@IIISisters.com,,12346789,http://www.ppushop.com/3sistersofnature,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7337," Ion"," Ion"," Ion",_ion,test@Ion.com,,12346789,http://www.sallybeauty.com/on/demandware.store/Sites-SA-Site/default/Search-Show?prefn1=brand&prefv1,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7370," Isoplus"," Isoplus"," Isoplus",_isoplus,infoiso@isoplus.com,"Our mission is to provide our customers with fabulous hair care and service.  As we strive to accomplish this, we feel it is important to base our actions on core values which we share.  These values represent our vision for being and delivering the very best.  We are all responsible for making this vision a fabulous reality.",9998989898,http://isoplus.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7338," Jilbere"," Jilbere"," Jilbere",_jilbere,test@Jilbere.com,,13467894,http://www.sallybeauty.com/on/demandware.store/Sites-SA-Site/default/Search-Show?prefn1=brand&prefv1,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7339," Joewell"," Joewell"," Joewell",_joewell,testing@joewell.com,"Quite apart from the obvious performance potential, there are two core principles that separate Joewell hair cutting shears from everything else on the market. One is that certain ideals should never be compromised. The second is that standards are worth any sacrifice to maintain.

These principals are based on a desire for a certain kind of purity. Of having faith in an unshakable ethic that isn’t a slave to trends, the flavor of the month, or an opinion poll. We build hair cutting shears for people who understand those principles. And for those who share our passion for a supremely competent tool working at its full potential everyday. For hair stylists who demand that kind of experience, there is no substitute.",13467987,http://joewell.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7340," Lamaur"," Lamaur"," Lamaur",_lamaur,test@lamaur.com,,13467894,http://www.sallybeauty.com/on/demandware.store/Sites-SA-Site/default/Search-Show?prefn1=brand&prefv1,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7343," Let\'s Jam"," Let\'s Jam"," Let\'s Jam",_let's_jam,test@letsjam.com,,9998989898,http://www.softsheen-carson.com/lets-jam,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7344," Lottabody"," Lottabody"," Lottabody",_lottabody,info123@lottabody.com,,12346789,http://lottabody.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7346," Marula Nature"," Marula Nature"," Marula Nature",_marula_nature,test@MarulaNature.com,,12346789,http://www.sallybeauty.com/on/demandware.store/Sites-SA-Site/default/Search-Show?prefn1=brand&prefv1,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7347," Miracle 7"," Miracle 7"," Miracle 7",_miracle_7,info123@Miracle7.com,,9998989898,http://www.sallybeauty.com/on/demandware.store/Sites-SA-Site/default/Search-Show?prefn1=brand&prefv1,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7384," My DNA"," My DNA"," My DNA",_my_dna,test@mydnaisuniversal.com,"The Company is committed to providing the highest quality of products to our customers at competitive prices using the most efficient methods possible. Universal Beauty Products offers the customer cost and time savings in product development, manufacturing and shipping. We, as a company, pride ourselves in being able to guarantee all our products on their efficacy and safety.",9998989898,http://www.mydnaisuniversal.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7348," Mystic Divine"," Mystic Divine"," Mystic Divine",_mystic_divine,test@MysticDivine.com,,9998989898,http://www.sallybeauty.com/on/demandware.store/Sites-SA-Site/default/Search-Show?prefn1=brand&prefv1,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7349," No-Rinse"," No-Rinse"," No-Rinse",_no-rinse,test123@norinse.com,"No Rinse® products provide a comfortable alternative to traditional bathing methods. Consumables, labor and the risks inherent to the traditional bathing environment are reduced. Save money without compromising patient comfort.",12346789,http://www.norinse.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7350," NUDRED"," NUDRED"," NUDRED",_nudred,info123@nudred.com,"After the invention of NuDred in 2004, we have come a long way. We are witnessing the Natural Hair Movement explode and feel very fortunate to be in the midst of it all. NuDred is here to stay, and we will be providing our customers with efficient, effective means for styling their hair, while inspiring healthier actions for hair and life style.

The Big Chop is about inspiring people to not only remove harmful chemicals from their hair, but also out of their lives as well. Black Natural Hair Care is a movement to improve our overall community. By uplifting the community, there is a positive effect on the world. There is a beautiful message when you see a person with an afro, nappy, twisted, locked or any of the various natural styles. This is their way of saying “I am embracing my true power and love for myself”. Nurturing, Uplifting, Divinely, Rejuvenating, Evolving Daily — that’s NuDred.",9998989898,http://www.nudred.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7351," NuMe"," NuMe"," NuMe",_nume,test123@numeproducts.com,"NuMe is recognized as one of the world’s most innovative hair and beauty brands. Salon grade products range from hair straighteners and curling wands to styling sets and personal hair care items. As a result of its high regard within the beauty industry, NuMe has been featured in magazines such as Vogue and Allure and on television shows such as Access Hollywood, Good Morning America, and The Today Show.

Having revolutionized the hair industry with the clipless curling wand, NuMe has continued to pioneer its way in the beauty industry with innovative styling tools and products, making gorgeous hair a reality for women around the world.",13467894,http://numeproducts.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7352," Nutri Ox"," Nutri Ox"," Nutri Ox",_nutri_ox,info123@NutriOx.com,,13467987,"http://www.sallybeauty.com/hair/Hair,default,sc.html?prefn1=brand&prefv1=NUTRIX",1,1000,Any,AL,"United States",,,,,,,0,No,,No
7396," OKAY"," OKAY"," OKAY",_okay,test@okaypurenaturals.com,,12346789,http://www.okaypurenaturals.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7397," One \'n Only"," One \'n Only"," One \'n Only",_one_'n_only,info123@one-n-only.com,,13467987,http://www.one-n-only.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7398," Optimum"," Optimum"," Optimum",_optimum,testing@Optimum.com,,13467894,http://www.softsheen-carson.com/optimum-salon-haircare,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7353," Phillips Brush"," Phillips Brush"," Phillips Brush",_phillips_brush,test@phillipsbrush.com,"Our goal is to bring products to hair salon market that help make the job of the hair stylists faster and easier. We are dedicated to the professional and our 60 years of experience serving beauty salons and stylists is a testament to our ability to provide the most innovative and highest quality products.",12346789,http://phillipsbrush.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7354," Plugged In"," Plugged In"," Plugged In",_plugged_in,info12@PluggedIn.com,,13467894,http://www.sallybeauty.com/on/demandware.store/Sites-SA-Site/default/Search-Show?prefn1=brand&prefv1,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7399,"Peter Coppola","Peter Coppola","Peter Coppola",peter_coppola,test@petercoppola.com,"Peter Coppola is proud to reveal the latest advancement in the hair smoothing category: his complete hair rejuvenating system, Peter Coppola. Following decades of expertise in hair smoothing, Peter Coppola is once again changing the industry and creating a system that will transform the way people treat their tresses. With the launch of his new Peter Coppola Collection, his goal is simple: inspire stylists to utilize the latest technology that will provide their clients with healthy, age-defying results.",13467894,https://www.petercoppola.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7400,onesta,onesta,onesta,onesta,test123@onestahaircare.com,"Onesta Hair Care’s commitment to the environment and sustainability is as important as the products we make and ingredients we use. From using wind power to using recycled plastic in our bottles, we feel it is imperative to adhere to environmentally responsible practices in order to preserve what our planet needs to support future generations.",9998989898,http://www.onestahaircare.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7355," Proclaim"," Proclaim"," Proclaim",_proclaim,test@Proclaim.com,,13467894,http://www.shopstyle.com/browse/hair-care/Proclaim,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7357," Quantum"," Quantum"," Quantum",_quantum,test@quantummicrov.ca,"Quantum Micro-V has offered uncomplicated yet versatile products at a surprising value to the Canadian stylist and consumer for over 25 years. We are committed to the professional beauty industry and offering high performance haircare. Throughout our many years of business, we have developed some truly stand out products. Our maximum hold gel, Fix Gel, is known to be one of the best firm-hold gels on the market and has created a loyal following of stylists and consumers nationwide.
Quantum’s mission is simple. To provide products that offer outstanding results at an affordable price.",13467894,http://www.quantummicrov.ca/home,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7358," Queen Helene"," Queen Helene"," Queen Helene",_queen_helene,test123@queenhelene.com,"Queen Helene® brand has been a leader in quality and beauty products for professional and personal use since 1930. Our products are inspired by nature’s finest ingredients because they are safer, and often more effective, than harsh chemicals and unnecessary additives. We are proud to have created a full line of affordable and effective body care products that are still passed on from generation to generation. ",13467894,http://www.queenhelene.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7359," Reshma Femme"," Reshma Femme"," Reshma Femme",_reshma_femme,test@reshmafemme.com,"In today’s chemical world, more and more women are searching for products that are healthy and safe for their bodies, thus Reshma Femme created a revolutionary, completely natural way to enhance your beauty. Reshma Femme transcends age, gender and ethnicities and is safe for anyone to use, anytime. Reshma Femme\'s products are all 100% natural and herbal. With Reshma Femme, nature\'s best kept secret can now be yours!

Steeped in deep tradition, Reshma Femme products bring back the ancient beauty practice of using henna. Like yoga, Henna is also an age-old tradition originating from India and the Middle East. Today Reshma Femme would like to share that tradition with the world. Reshma Henna products provide you with healthy and environmentally friendly options for beautification.",13467987,http://reshmafemme.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7360," Rock Your Hair"," Rock Your Hair"," Rock Your Hair",_rock_your_hair,test@rockyourhair.com,"South African born and Los Angeles based, celebrity stylist Michael O\'Rourke is one of the only true remaining iconic hairdressers in the professional beauty industry. Michael has been inspiring hairdressers for years in salons, on platform and at his world famous INSTITUTE OF COURAGE.

Michael was recently awarded the NAHA (North American Hairdressing Awards) lifetime achievement award for his contributions to the professional beauty industry over the last 50 years. Michael is known best for his ROCKSTAR style, world famous cutting system, and his BIG heart. 

Having previously created and then sold Big Sexy Hair, Michael waited out his non-compete and is now back on the scene with the latest creation in professional styling products: ROCK YOUR HAIR. 

Michael’s vision behind Rock Your Hair is to do more than inspire women to wear Rockin’ BIG BOLD HAIR, he wants to give back. A portion of all Rock Your Hair sales go towards supporting shelters for abused and battered women and helping them to start their lives again.",9998989898,https://www.rockyourhair.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7361," Roux"," Roux"," Roux",_roux,test@rouxbeauty.com,"For over 80 years, Roux has taken an innovative approach to creating high quality beauty products for salon professionals and savvy beauty consumers. Our specialized line of products has been beautifying women by enhancing their color experience since 1932.",9998989898,http://rouxbeauty.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7362," Satin Strands"," Satin Strands"," Satin Strands",_satin_strands,info123@satinstrands.com,"100% PREMIUM QUALITY HUMAN HAIR EXTENSIONS IN A VARIETY OF SHADES AND
TECHNIQUES TO CREATE A LUXURIOUS STYLE FOR AN AFFORDABLE PRICE.",13467987,https://www.satinstrands.com/,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7363," Sebastian"," Sebastian"," Sebastian",_sebastian,test@sebastianprofessional.com,"The 1960s was all about experimentation – colours and shapes collided as people raised eyebrows, hemlines and their expectations of what style could be. And once the revolution had started it wasn’t about to stop – the brightest decade the world had ever seen was about to give way to something even more exciting... 

LA stylist Geri Cusenza entered the 70s determined to push things further and take a generation from flower power to fearless hair fashion. Sebastian was founded on this principle of fearlessness. A thirst for innovation and changing the game has been our raison d’être from the word go. Today is no different.",898989898,http://www.sebastianprofessional.com/en-EN/home,1,1000,Any,AL,"United States",,,,,,,0,No,,No
7364," Sepia Collection"," Sepia Collection"," Sepia Collection",_sepia_collection,info@Sepiacollection.com,,12346789,http://www.wowwigs.com/sepia-human-hair-wigs.html#top,1,1000,Any,AL,"United States",,,,,,,0,No,,No
