ID,"Product Name",Description,"Short Description",Instructions,Ingredients,"Brand Description","Product Consistency","Intended Gender","Type of Hair","Is Organic",Quantity,UPC,"Product Tags","Hair Style","Hair Length","Hair Texture","Cemical Treatments","Hair Conditions","Hair Description",Demographic,"Targeted Age Range",Price,"Image Url"
4208,"3 in 1 Citrus Mint","This clean smelling 3 in 1 Shampoo, Conditioner, and Body Wash, citrus mint freshness lasts all day! Stop using your girls stuff in the shower. This is a guys secret weapon to all day freshness! Invigorates and moisturizes while leaving a light fresh scent all over for confidence and style to carry you through your day.
Add confidence and style to your daily routine with this formula of invigorating citrus extracts to stimulate your scalp with refreshing spearmint and peppermint oils to energize your strands, while cleansing and revitalizing your skin.","Add confidence and style to your daily routine with this formula of invigorating citrus extracts to stimulate your scalp with refreshing spearmint and peppermint oils to energize your strands, while cleansing and revitalizing your skin.","Apply Organix 3 in 1 generously over wet hair and body, massage into lather, then rinse well. ","Water, Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Hydroxysultaine, PPG-2 Hydroxyethyl Coco/Isostearamide, PEG-12 Dimethicone, Citrus Aurantium Dulcis (Orange) Extract, Mentha Viridis (Spearmint) Oil, Mentha Piperita (Peppermint) Oil, PEG-120 Methyl Glucose Dioleate, Glycol Stearate, Guar Hydroxypropyl Trimonium Chloride, Amodimethicone, Cocamidopropyl Betaine, Cetrimonium Chloride, Trideceth-12, Fragrance, Diazolidinyl Urea, Iodopropynyl Butylcarbamate.",,Liquid,male,"Naturally Straight,Relaxed Straight,Curly",no,,022796917843,,"Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",5.74,http://hairlibrary.com/wp-content/uploads/2014/08/3-in-1-citrus-mint.jpg
4210,"Leave-In Nourishing Milk","Leave In Nourishing Milk is a luxurious blend which adds instant moisture and strength while nourishing your hair with weightless coconut oil, ultra whipped egg white proteins, coconut milk and silk amino proteins. This unique treatment conditions and shields from harmful impurities before they damage your hair. It&#39;s an enticing sensation and your hair&#39;s total source for hydration, balance, radiance and health.","Re-energize your hair with this leave-in nourishing blend of organic active ingredients. All you need for moist, smooth and seductive hair in one irresistible formula. Sulphate free product.","Hold Organix Coconut Milk Leave-In Nourishing Milk 10-12 inches and spray from roots to ends. Spray in short even bursts and leave-in hair. For best results, use in conjunction with other Organix Coconut Milk products. ","Di water (aqua), amodimethicone, trideceth-12, cetrimonium chloride, propylene glycol, glycerin, fragrance, polysorbate 20, panthenol, silk amino complex, coconut milk, egg white protein, coconut oil, disodium EDTA, DMDM hydantioin, diazolidinyl urea, lodopropynyl butylcarbamate.",,Liquid,both,"Naturally Straight,Relaxed Straight,Curly",no,,022796910332,,"Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ,None","Split Breakage,Split Breakage,No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",7.39,http://hairlibrary.com/wp-content/uploads/2014/08/Nourishing-Coconut-Milk.jpg
4212,"Shimmering Weightless Moisture Replenisher","Quench dry, damaged hair with this nutrient rich blend of hydrating sea minerals along with healing algae to wrap split ends in repairing moisture, while supercharged sea kelp transforms dry, brittle hair into soft supple perfection.","Sea Kelp Transforms Dry Hair Into Soft And Supple Hair Sea Minerals Replenish The Hair Algae Repairs Split Ends Weightless Formula","Read labels, warnings, and directions before using or consuming a product ","See package for product ingredients",,Oil,both,"Naturally Straight,Relaxed Straight,Curly",no,1000,022796916976,,"Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ","Split Breakage,Split Breakage","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",8.11,http://hairlibrary.com/wp-content/uploads/2014/08/Moisture-Shimmering-Replenisher.jpg
4214,"Root Lift Spray","Mist on the thickness! This lightweight mist evenly distributes throughout your strands to create thickness, volume and texture. Take it with you and mist on throughout the day whenever your hair needs a lift.","Mist on the thickness! This lightweight mist evenly distributes throughout your strands to create thickness, volume and texture. Take it with you and mist on throughout the day whenever your hair needs a lift.","Lightly mist onto clean, damp hair, concentrating on roots. For extra volume flip head upside down and blow dry with a round brush. Do not rinse. Can also be sprayed on dry hair for touch-ups throughout the day. ","Aqua (Water), PVP, Polysorbate 20, Propylene Glycol, Biotin, Hydrolyzed Collagen, Hydrolyzed Wheat Protein, Ethyldimonium Chloride Methacrylate/Hydrolyzed Wheat Protein Copolymer, Sodium C14-16 Olefin Sulfonate, Glycol Stearate, Cocamidopropyl Betaine, Guar Hydroxypropyl Trimonium Chloride, Parfum (Fragrance), Diazolidinyl Urea, Iodopropynyl Butylcarbamate, Violet 2 (CI 60725), Red 33 (CI 17200).
",,Aresol,both,"Naturally Straight,Curly",no,1000,022796916730,,"Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"Pattern Baldness,No, I don't have any hair conditions","soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",10.48,http://hairlibrary.com/wp-content/uploads/2014/08/Root-Boost-Spray.jpg
4216,"3 Minute Miraculous Recovery","One word miraculous. Recover from any bad hair day in just 3 minutes with this strengthening deep conditioner.
Indulge in rich, fortifying keratin proteins that reinforce each strand, increasing elasticity to resist breakage caused by brushing and styling, while argan oil conditions and smooths creating a luminescent shine. Strands are strengthened from within and nourished throughout for longer, stronger hair.","Indulge in rich, fortifying keratin proteins that reinforce each strand, increasing elasticity to resist breakage caused by brushing and styling, while argan oil conditions and smooths creating a luminescent shine. Strands are strengthened from within and nourished throughout for longer, stronger hair.","after shampooing, apply 3 minutes miraculous recovery generously to wet hair, working through to ends. Wait 3 minutes. Rinse hair thoroughly. For extra shine, rinse with cool water. ","Water (Aqua), Cetearyl Alcohol, Dimethicone, Cyclopentasiloxane, Glycerin, Cetyl Alcohol, Glyceryl Stearate, Behentrimonium Methosulfate, Hydrolyzed Keratin, Argania Spinosa (Argan) Kernel Oil, Dimethiconol, Ceteareth-20, Lanolin Oil, Parfum (Fragrance), DMDM Hydantoin, Diazolidinyl Urea, Iodopropynyl Butylcarbamate, Tetrasodium EDTA, Yellow 5 (CI 19140), Yellow 6 (CI 15985), Blue 1 (CI 42090).
",,Liquid,both,"Naturally Straight,Curly",no,1000,022796917546,,"Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",8.94,http://hairlibrary.com/wp-content/uploads/2014/08/3-minute-Miraculous-Recovery.jpg
4218,"Macadamia Penetrating Oil ","Smoothing macadamia oils blended with exotic bamboo extracted create a decadent hydrating treat. It&#39;s all you need for, smooth and seductive hair in one irresistible formula.
Infused With Macadamia Oil, Sugar Cane &amp; Bamboo Extract Leaves Hair Soft, Supple And Touchable Bathes Dry, Brittle Hair With Moisture Non-Greasy Formula Mends Split Ends","Infused With Macadamia Oil, Sugar Cane &amp; Bamboo Extract
Leaves Hair Soft, Supple And Touchable
Bathes Dry, Brittle Hair With Moisture. Non-Greasy Formula Mends Split Ends","Read labels, warnings, and directions before using or consuming a product ","See package for product ingredients",,Oil,both,"Naturally Straight,Curly",no,,022796916952,,"Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"Split Breakage,Split Breakage,No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",8.23,http://hairlibrary.com/wp-content/uploads/2014/08/Macadamia-Penetrating-Oil.jpg
4220,"Teatree Mint Shampoo","An ultra hydrating blend of Australian tea tree oils to add moisture and strength, while nourishing your hair with replenishing moisturizing milk proteins and micro-infused peppermint oils for hydration and balance. Re-energize your hair with this unique blend of active ingredients, creating a three-in-one decadent treat. All you need for moist, smooth and seductive hair in one irresistible formula.","An ultra hydrating blend of Australian teatree oils to add moisture and strength, while nourishing your hair with replenishing moisturizing milk proteins and micro-infused peppermint oils for hydration and balance.","Lather up and rinse until your hair is rejuvenated. After shampooing with Organix Shampoo, apply Organix Conditioner generously to hair, working through ends. Wait 3-5 minutes. Rinse hair thoroughly. For best results, use in conjunction with other Organix products. ","Water (Aqua), Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Hydroxysultaine, Sodium Cocoyl Isethionate, PPG-2 Hydroxyethyl Coco/Isostearamide, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Hydrolyzed Milk Protein, Mentha Piperita (Peppermint) Oil, Panthenol, PEG-120 Methyl Glucose Dioleate, Dimethicone, Amodimethicone, Sodium Chloride, Glycol Stearate, Guar Hydroxypropyltrimonium Chloride, Polyquaternium-6, Polyquaternium-10, Laureth-4, Laureth-23, Cocamidopropyl Betaine, Cetrimonium Chloride, Trideceth-12, Tetrasodium EDTA, Citric Acid, Fragrance (Parfum), Diazolidinyl Urea, Iodopropynyl Butylcarbamate, Yellow 5 (CI 19140), Blue 1 (CI 42090).",,Liquid,both,"Naturally Straight,Curly",no,,022796910141,,"Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"Split Breakage,Split Breakage,No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",6.29,http://hairlibrary.com/wp-content/uploads/2014/08/Hydrating-TeaTree-Mint.jpg
4222,"Cherry Blossom Ginseng Conditioner","This sensual and alluring blend of cherry blossom extracts and Asian ginseng root helps rejuvenate the scalp and hair follicle to add volume at the root while nourishing your hair with replenishing rice milk and bamboo extract for hydration and shine.","This sensual and alluring blend of cherry blossom extracts and Asian ginseng root helps rejuvenate the scalp and hair follicle to add volume at the root while nourishing your hair with replenishing rice milk and bamboo extract for hydration and shine.","After shampooing with Organix Shampoo, apply Organix Conditioner generously to hair, working through ends. Wait 3-5 minutes. Rinse hair thoroughly. For best results use in conjunction with other Organix products. ","Aqua (water), cetyl alcohol, behentrimonium chloride, cetearyl alcohol, cetearyl glucoside, glyceryl stearate, glycerin, cyclopentasiloxane, dimethicone, simmondsia chinensis (jojoba) seed oil, parfum, DMDM hydantion, panthenol, silk amino acids, panax ginseng extract, bambusa arundinacea (bamboo) extract, prunus yedoensis flower (cherry blossom) extract, albumen, oryza sativa (rice) extract, tocopheryl acetate (vitamin E), tetrasodium EDTA, methylchloroisothiazolinone, ...",,Liquid,both,"Naturally Straight,Curly",no,,022796915825,,"Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",10.62,http://hairlibrary.com/wp-content/uploads/2014/08/cherry-blossom-ginseng-Conditioner.jpg
4224,"30 Day Smoothing Treatment","This easy to use, revolutionary, at-home salon treatment eliminates up to 95 percent of frizz and curl and cuts blow drying time by 75 percent for up to 30 glorious days. OGX Ever Straight Brazilian Keratin Therapy 30 Day Smoothing Treatment is an exclusive, high potency, keratin complex that penetrates the cuticle with keratin proteins along with rich coconut oil and avocado oils to smooth the cuticle for straight, strong tresses.","Blend Of Rich Cocoa Nut Oil With Keratin Proteins For Strength Organic Avocado Oil And Cocoa Butter Smooth The Cuticle Sulfate, Formaldehyde &amp; Sodium Free Formula Adds A Brilliant Glow And Luminescent Shine Eliminates Up To 95% Of Frizz And Curl","1. Wash hair with clarifying “PRE SHAMPOO” packet (included), then rinse. For extremely curly hair wash twice. (Do not condition). Conditioner will keep the treatment from penetrating the hair cuticle.

2. Towel dry and comb hair. Hair should be 80% towel dry.

3. Shake bottle well. Apply treatment to two inch sections of towel dry hair. Do not over saturate. Do not apply directly to skin or scalp. Wear gloves provided.
 

4. Comb treatment through hair to evenly distribute from the roots to the ends.

5. Let treatment sit on hair for 30 minutes.

6. Pull hair straight using a brush and blow dry until hair is completely dry.

7. Flat iron hair in small sections on high heat (450° recommended) to seal keratin treatment onto the hair shaft.  Note: There is thermal heat protection in the treatment to protect your hair from overheating. Flat iron each section 7 to 10 times. Treatment should be applied in a well ventilated area. Fans are recommended for air circulation.
 

8. Leave treatment in hair for 48 hours. Do not wash or let hair become wet. Do not bend hair, tuck behind ears, or use ponytails, barrettes, etc. If hair becomes bent, wavy, or kinky, blow dry with a brush or touch up with flat iron until hair is straight again.

9. After 48 hours, wash and condition hair with any OGX® shampoo. For best results use in conjunction with OGX® Brazilian Keratin Therapy products. Style as desired.

10. Depending on your specific hair type, treatment lasts up to 30 days.","See package for product ingredients",,Liquid,both,"Naturally Straight,Curly",no,,022796916037,,"Naturally Curly Hair","Very Short,Short,Medium,Long,Very Long","2a,2b,2c,3a,3b","Colored Hair,None","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",12.99,http://hairlibrary.com/wp-content/uploads/2014/08/30-Day-Smoothing-Treatment.jpg
4227,"Re-Energize Shampoo","Urban antidote #1: work hard, play hard thats how you roll. Get yourself back to normal with a shine-enhancing shampoo that helps hydrate and moisturise. Re-energize tired hair and get your act together!

Cleanse factor: moderate
Livens up moisture levels
Boosts hair strength
Promotes colour retention
Helps to repair surface damage caused by coloring","Cleanse factor: moderate
Livens up moisture levels
Boosts hair strength
Promotes colour retention
Helps to repair surface damage caused by coloring","Work into a lather on wet hair, rinse well. For a complete boost of shine, follow-up with Re-Energize conditioner.","    Citral - strengthens & adds shine
    Polyquaternium-10 - seals cuticle & helps retain colour
    Cocamidopropyl betaine - cleanses, conditions & thickens hair
    Carbomer - maintains moisture balance for hair coping with changing environmental conditions
    Polyethylene - smoothes cuticle
    Glycol distearate - detangles
",,Liquid,both,"Naturally Straight,Curly",no,,615908415247,,"Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair","Split Breakage","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",11.64,http://hairlibrary.com/wp-content/uploads/2014/08/bh_ua-reenergise-shampoo.png
4229,"Recovery Conditioner","Urban Antidote #2: drench moisture-deprived hair with a rush of hydration that gets stressed-out tresses back in action &amp; on the road to recovery. Youll be addicted to how stunning your hair looks!
Conditioning factor: moderate
Moisturizes for major softness
Protects from thermal &amp; combing damage
Prevents pesky split ends
Created with 25% more moisture boosting ingredients
First aid for dry, damaged hair
4x fewer breaks x 12x smoother hair = your hairs best recovery plan","Bedhead urban antidotes recovery conditioner is ideal for dry, damaged hair that needs a hit of moisture. A nourishing conditioner, this protects against thermal and combing damage, hydrates and adds anti static and shine properties.","Apply after using Recovery shampoo. Rinse well & get ready for the all-night party!","    Stearamidopropyl dimethylamine - Moisturises & conditions
    Centrimonium chloride - Adds anti-static & shine properties
    Amodimethicone - Prevents colour fading & adds thermal protection
    Limonene - Smoothes the cuticle
    Dipropylene glycol - Restores & maintains hair integrity
    Peg-7 propylheptyl ether - Strengthens hair
    Dimethylamine - Calms frizz
",,Liquid,both,"Naturally Straight,Curly",no,,615908415278,,"Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"Split Breakage,Split Breakage","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",9.59,http://hairlibrary.com/wp-content/uploads/2014/08/Recovery-Conditioner.jpg
4231,"Resurrection Shampoo","Urban Antidote #3: admitting is the first step! Face ityour hair needs some rehab. Let the hydration therapy begin. Bring weak &amp; brittle hair back to life with this powerful moisture packed shampoo. Making a comeback has never been so easy.
Cleanse factor: light
Moisture overhaul
Helps keep colour vibrant
Created with 25% more moisture boosting ingredients
Zeros in on dry, damaged hair
3x stronger hair + 12x smoother hair = total hair resurrection","Cleanse factor: light
Moisture overhaul
Helps keep color vibrant
Created with 25% more moisture boosting ingredients
Zeros in on dry, damaged hair
3x stronger hair + 12x smoother hair = total hair resurrection","Work into lather on wet hair. Rinse well. Keep inflating your hair’s ego with Resurrection conditioner!","    Cocamidopropyl betaine - cleanses, conditions & thickens hair
    Amodimethicone - helps prevent colour fading & adds thermal protection
    Centrimonium chloride - adds anti-static and shine properties
    Coumarin - detangles
    Citronellol - smoothes cuticle",,Liquid,both,"Naturally Straight,Relaxed Straight,Curly",no,,882293550734,,"Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ,None","Split Breakage,Split Breakage","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",8.36,http://hairlibrary.com/wp-content/uploads/2014/08/Resurrection-Shampoo.jpg
4233,"Resurrection Conditioner","Urban Antidote #3: admitting is the first step! Bring dead-end hair back to life once and for all. Formula targets areas in most need of repair, giving your whacked out hair the revival it has been waiting for!
Conditioning factor: moderate/deep
Revives lifeless hair
Thermal protection from harsh conditions
Created with 25% more moisture boosting ingredients
Zeros in on dry, damaged hair
3x stronger hair + 12x smoother hair = total hair resurrection","A revitalizing conditioner for weak, brittle &amp; chemically treated hair Targets the most repair needed areas to deliver deep &amp; intense hydration Promotes color retention while boosting hair's strength Offers thermal protection from harsh conditions Unveils suppler, sleeker &amp; stronger hair","Apply after using Resurrection shampoo. Rinse well. Now sit back, relax & enjoy the ride!","    Behenalkonium chloride - detangles & fights fly-aways
    Stearamidopropyl dimethylamine - moisturizes & conditions
    Amodimethicone - prevents colour fading & adds thermal protection
    Dipropylene glycol - restores & maintains hair integrity
    Limonene & citronellol - smoothes cuticle
    Peg-7 propylheptyl ether - strengthens hair & adds shine",,Liquid,both,"Naturally Straight,Relaxed Straight,Curly",no,,615908415292,,"Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ,None","Split Breakage,Split Breakage","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",13.13,http://hairlibrary.com/wp-content/uploads/2014/08/Resurrection-Conditioner.jpg
4235,"Re Energize Treatment Mask","Stop hair getting stressed and out of control. In next to no time get your hair in line. This kick-ass smoothing wonder dose calms frizz to Re-Energize dull hair. Use weekly as a booster treat to help keep hair ravishing and soft.
Adds a shine injection
Prevents frizz
Smooths and softens
Repairs first signs of damage within the hair fiber
Strengthens weakened hair","Evens out hair surface and repairs light damage without weighing hair down
Hair feels smoother without being weighed down
Fewer flyaway allowing hair fibers to lie closer together to maximize shine
Boosts shine and enhances body.","Spread between hands and apply from mid lengths to ends. Leave for 3-5 minutes then rinse.","    Amino-shield Technology: Evens out surface of the hair for smooth feeling hair
    Detangling molecules: Align hairs to reduce friction and enhance reflections
    Conditioning agents: fewer flyaways",,Gel,both,"Naturally Straight,Curly",no,1000,615908424188,,"Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",19.97,http://hairlibrary.com/wp-content/uploads/2014/08/anti_dotes_re_energize_treatment_mask.jpg
4237,"Root Boost Spray","Fresh, floral and fabulous describes the pear lily, chiffon fusion found in tigi catwalk your highness root boost spray. Bold classic notes of fruit and flower combine with a hint of musk to give this elegant fragrance.","Fresh, floral and fabulous describes the pear lily, chiffon fusion found in tigi catwalk your highness root boost spray. Bold classic notes of fruit and flower combine with a hint of musk to give this elegant fragrance.","Apply to clean, towel-dried hair. Shake can well. Hold 2-3 inches from hair and mist ","Aqua, Dimethyl Ether, Hydroflourocarbon 152A, VP/VA Copolymer, PVP, PPG 5 Ceteth 20, Polyquaternium 7, PEG 45 Palm Kernel Glycerides, Carbomer, Triethanolamine, Polysorbate 20, Perfume, Tetrasodium EDTA, Benzophenone 4",,Aresol,both,"Naturally Straight,Relaxed Straight,Curly",no,,615908415193,,"Weave,Relaxed Straight Hair ,Wigs,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,None","Pattern Baldness,No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",9.44,http://hairlibrary.com/wp-content/uploads/2014/08/root-boost.png
4239,"Pomegranate & Grapeseed Extract Anti-Oxidant Rich Strengthening Shampoo","Sun-damaged and heat-styled hair needs special treatment. The antioxidant-rich grape seed and pomegranate extracts work to repair and revitalize your hair, restoring it back to its lush beginnings.","Revitalize hair Extract anti-oxidant rich shampoo Restores hair back Sun-damaged and heat-styled hair needs special treatment.","Repair, restore and strengthen sun- and heat-damaged hair","Water (Aqua, EAU), Sodium Laureth Sulfate, Sodium Lauryl Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Fragrance (Parfum), DMDM Hydantoin, Polyquaternium-7, Hydroxypropyl Methylcellulose, Disodium EDTA, Guar Hydroxypropyltrimonium Chloride, Butylphenyl Methylpropional, Benzyl Benzoate, Benzophenone-4, Amyl Cinnamal, Limonene, Glycerin, Citric Acid, Red 33 (CI 17200), Red 40 (CI 16035), Polysorbate 20, Propylene Glycol, Tocopheryl Acetate, Punica Granatum Extract, Panthenol, Ascorbic Acid, Vitis Vinifera (Grape) Seed Extract, Niacinamide, Biotin",,Liquid,both,"Naturally Straight,Curly",no,1000,816559011226,,"Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",6.55,http://hairlibrary.com/wp-content/uploads/2014/08/Pomegranite-Shampoo.png
4241,"Smooth + Sleek Shampoo","VO5 Salon Series Smooth + Sleek with a unique smoothing complex helps frizzy, unruly hair become miraculously manageable and flawlessly smooth from roots to ends.","VO5 Salon Series Smooth + Sleek with a unique smoothing complex helps frizzy, unruly hair become miraculously manageable and flawlessly smooth from roots to ends™.","Wet hair, lather and rinse thoroughly.
Avoid contact with eyes. ","Water (Aqua), Sodium Laureth Sulfate, Cocamidopropyl Betaine, Sodium Chloride, Polyquaternium-7, Dimethiconol, Cyclopentasiloxane, Polyquaternium-10, Sodium Benzoate, Panthenol Ethyl Ether, Tetrasodium EDTA, Laureth-4, Polysorbate 20, Ascorbic Acid, Panthenol, Tocopheryl Acetate, Biotin, Niacinamide, Hydrolyzed Quinoa, Hydrolyzed Wheat Protein, Hydrolyzed Soy Protein, Aloe Barbadensis Leaf Juice, Pikea Robusta (Red Algae) Extract, Mel (Honey), Calendula Officinalis Flower Extract, Carica Papaya Fruit Extract, Actinidia Chinensis (Kiwi) Fruit Extract, Prunus Amygdalus Dulcis (Sweet Almond) Fruit Extract, Brassica Oleracea Italica (Broccoli) Seed Extract, Fragrance, Glycol Distearate, Sodium Xylene Sulfate, Methylchloroisothiazolinone, Methylisothiazolinone, Titanium Dioxide, Citric Acid.
",,Liquid,both,"Naturally Straight,Curly",no,1000,816559011332,,"Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",8.99,http://hairlibrary.com/wp-content/uploads/2014/08/SmoothSleek_Shmp.png
4243,"Perfect Hold Styling Mousse","VO5 Salon Series Perfect Hold Styling Mousse is infused with 5 Essential Vitamins to help fortify your hair to create a healthy shine that perfectly finishes any style. Its light formulation provides flexible control without weighing hair down. Curls are defined and enhanced without stiffness or stickiness for a salon-quality look.","VO5 Salon Series™ Perfect Hold Styling Mousse is infused with 5 Essential Vitamins™ to help fortify your hair to create a healthy shine that perfectly finishes any style. Its light formulation provides flexible control without weighing hair down. Curls are defined and enhanced without stiffness or stickiness for a salon-quality look.","To prep hair and for best results: Cleanse and condition your hair with VO5 Salon Series™ Shampoo & Conditioner. To style hair: Shake can well. Turn can upside down and dispense into hand. Rub hands together and distribute evenly from roots to ends. Style as usual. May be used on damp or dry hair.","Water, Isobutane, Propane, Polyquaternium-11, Polysorbate 20, PVP, Polyquaternium-4, PPG-12-PEG-50 Lanolin, Olealkonium Chloride, Polyquaternium-7, Cyclopentasiloxane, Propylene Glycol, Sorbitol, Glycerin, Cyclohexasiloxane, Cocamidopropyl Betaine, Fragrance, Tocopheryl Acetate, Panthenol, Ascorbic Acid, Niacinamide, Biotin",,Foam,both,"Naturally Straight,Curly",no,1000,816559011677,,"Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Permed Curly ,None","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",4.54,http://hairlibrary.com/wp-content/uploads/2014/08/Salon-Series-Perfect-Hold-Styling-Mousse.jpg
